Latitude,Longitude
9.032835949999999,38.75181508971415
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
9.032835949999999,38.75181508971415
9.0395157,38.8800459
8.9867182,38.7933956
7.3630559,38.6716914
8.9867182,38.7933956
9.032835949999999,38.75181508971415
8.6308314,39.1710038
8.6308314,39.1710038
8.9867182,38.7933956
8.9867182,38.7933956
9.0395157,38.8800459
9.0395157,38.8800459
8.9867182,38.7933956
8.9867182,38.7933956
7.3630559,38.6716914
8.9867182,38.7933956
9.032835949999999,38.75181508971415
8.9867182,38.7933956
8.6308314,39.1710038
8.6308314,39.1710038
9.032835949999999,38.75181508971415
9.0110809,38.7366684
9.0110809,38.7366684
9.0110809,38.7366684
8.9867182,38.7933956
9.0110809,38.7366684
8.9867182,38.7933956
9.0110809,38.7366684
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
9.032835949999999,38.75181508971415
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
9.0110809,38.7366684
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
9.032835949999999,38.75181508971415
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
9.0110809,38.7366684
9.032835949999999,38.75181508971415
8.9867182,38.7933956
7.3630559,38.6716914
9.0395157,38.8800459
8.9867182,38.7933956
8.6308314,39.1710038
9.0395157,38.8800459
9.0395157,38.8800459
8.9867182,38.7933956
9.0195026,38.7304012
7.3630559,38.6716914
9.032835949999999,38.75181508971415
8.9867182,38.7933956
8.9867182,38.7933956
9.0110809,38.7366684
8.9867182,38.7933956
9.032835949999999,38.75181508971415
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
7.3630559,38.6716914
9.0395157,38.8800459
8.9867182,38.7933956
9.032835949999999,38.75181508971415
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
9.0395157,38.8800459
8.9867182,38.7933956
8.9867182,38.7933956
9.032835949999999,38.75181508971415
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
9.0110809,38.7366684
9.032835949999999,38.75181508971415
9.032835949999999,38.75181508971415
9.0395157,38.8800459
7.3630559,38.6716914
8.96667,38.75
8.96667,38.75
8.96667,38.75
8.96667,38.75
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
7.3630559,38.6716914
7.3630559,38.6716914
8.9867182,38.7933956
8.9867182,38.7933956
9.032835949999999,38.75181508971415
9.032835949999999,38.75181508971415
9.032835949999999,38.75181508971415
9.032835949999999,38.75181508971415
9.032835949999999,38.75181508971415
9.032835949999999,38.75181508971415
9.032835949999999,38.75181508971415
9.0110809,38.7366684
9.032835949999999,38.75181508971415
9.032835949999999,38.75181508971415
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
8.9867182,38.7933956
9.0395157,38.8800459
9.032835949999999,38.75181508971415
8.9867182,38.7933956
7.3630559,38.6716914
8.9867182,38.7933956
8.9867182,38.7933956
9.0023309,38.7564134
